amount,lat,lon,tilt_x,tilt_y,tilt_z,hour
2996.7141530112326,12.967362403179774,77.58781505269513,0.6856576783541071,0.21741431238334094,0.9170873528746982,7.077712129758373
2361.735698828815,12.967065858916161,77.59154500536947,0.696734409625969,0.21416617962678333,0.9012255430631542,10.780057412252512
3147.6885381006923,12.9536435682737,77.58862618938954,0.7064294878587581,0.15317400770972545,0.8568844933582636,12.651886374829656
4023.0298564080254,12.968299098082985,77.59570418046945,0.794686146164618,0.22897921108818692,0.8997473339152213,15.598675643698765
2265.846625276664,12.978928290818217,77.60657178531461,0.6252782691513256,0.1254958662211691,0.9490841625492944,19.096649306427512
2265.863043050819,12.958857678809233,77.58688957842858,0.615365300848734,0.16729078371198358,0.8873837871021161,17.776543773487056
4079.2128155073915,12.982084826510507,77.60460820497768,0.8236619742142974,0.10004560935510962,0.9419767630230274,10.282700806210059
3267.434729152909,12.976477748210844,77.58678327927653,0.6537355258118701,0.27793132584814073,0.8163331221576953,13.51315095133739
2030.5256140650479,12.96425766678029,77.58612372787503,0.5736964646422933,0.18842252530273523,0.8396106348854295,15.305502354810267
3042.5600435859646,12.970184703626622,77.60278594618343,0.651487005790013,0.3083442017408156,0.8265679496726025,13.951171502214002
2036.5823071875377,12.987583218076411,77.60381936378008,0.6669947264755999,0.24014749632597476,0.8434868628207594,13.922819096526823
2034.270246429743,12.978935478135059,77.60311409936763,0.8554962727725764,0.22240491066755125,1.028718104670609,8.109026701382913
2741.962271566034,12.971687836548982,77.58144202591782,0.7924826212376737,0.17068861528595003,0.9726038793110361,10.389063395441438
586.719755342202,12.96922316683039,77.58994049021928,0.8147520616632242,0.147682498215629,0.7923076881315655,13.388240603442908
775.0821674869671,12.972366090704517,77.60282988592003,0.7819973642346786,0.22614857869484728,0.9437498296408455,2.6270973002193507
1937.7124707590274,12.966482364420578,77.59501541840564,0.7946243671615314,0.1964242995363509,0.860941768735143,17.562577280039417
1487.1688796655762,12.950552504942811,77.58386307153802,0.6311917873419681,0.13303648422573494,0.8317615414528434,9.509283601155722
2814.2473325952737,12.992021779105349,77.59918317939126,0.6801397844646515,0.12415707917458407,0.7514260534277493,17.74735253306055
1591.9759244787892,12.973153249991995,77.58745192741009,0.6010084686976451,0.1520648135428208,0.9971918693820244,17.39566401788364
1087.6962986647086,12.975581472651227,77.61254524848393,0.6789511969462966,0.2910483612633116,0.7636136850332862,12.825227827550464
3965.6487689215537,12.971020922501232,77.61004841462419,0.768410499093474,0.3106638959005652,0.8948036821990126,19.002193302806152
2274.2236995134645,12.964248831992755,77.60064097426356,0.7134583284812246,0.2102494573654455,0.8053688754275131,17.972789379699734
2567.528204687924,12.969740755190513,77.6082100670477,0.8311480818960295,0.20744713981206442,0.9775843947069924,13.764154116661437
1075.2518137865432,12.955606052378057,77.59524791350124,0.585858420777278,0.18318398140852396,0.8665648173686049,13.312961539233207
1955.6172754748172,12.994370864980533,77.60225437494375,0.750023835069824,0.1532757325845249,0.8865537344479656,19.388931142657427
2610.922589709866,12.959254880015777,77.60937720295303,0.5751697198130681,0.2687589528803622,0.8899265737069968,15.928055357630656
1349.006422577697,12.96128033716153,77.59705498681794,0.7094176469173642,0.2936788196948568,0.9302570334935784,19.178788673472567
2875.698018345672,12.967197407956137,77.59204812828486,0.7740333422556478,0.15532904570803574,0.901300476398331,5.444103702589052
1899.361310081195,12.984480757248525,77.57755378041823,0.678549743317578,0.19585808107876992,0.8956726811038884,15.393940388077848
2208.3062502067232,12.971745089992627,77.59376866474278,0.7551126604086955,0.17750668496449162,0.8481598024745223,8.690363652122508
1898.2933877706032,12.959238642039695,77.60283423184562,0.6040267665167065,0.17898804625675116,0.7425270626657907,14.896845970052947
4352.278184508938,12.984143383607574,77.60405633427568,0.5336310021803616,0.25929541277149315,0.7881449040458145,17.855280833383535
2486.5027752620663,12.978910006267855,77.59964365065719,0.7557029622487803,0.13440192273169393,0.9718479738680645,21.95656058299641
1442.2890710440997,12.976984349572165,77.58918700905038,0.8744010234075732,0.22332348454681533,0.8694180536673702,11.247333086251256
3322.544912103189,12.97875734241171,77.57483178431052,0.6003955059830107,0.2364119053652933,0.8335990222277521,12.897180778792068
1279.1563500289778,12.995543619005826,77.58964784901995,0.8222194180106794,0.19289244131990904,0.7594271855581955,14.617868371697849
2708.8635950047556,12.993450948950361,77.59155655128946,0.704342340881641,0.24465339134933867,0.7280352859909648,11.101875594152439
540.3298761202245,12.964732846569968,77.5914707103281,0.5664308478306923,0.2073825920268725,0.8296793119871801,18.91423891515703
1171.8139511015695,12.987838849928112,77.60078556356977,0.5868494698647837,0.26085649605780564,0.9888052854045257,14.719621818537506
2696.8612358691234,12.97543168189759,77.61445676411014,0.7015784773360649,0.12388973475370729,0.8442929806377681,15.487828093504184
3238.4665799954105,12.976590958161378,77.5958352920184,0.6595537712075896,0.18256123694965654,0.9400485525241448,17.480692507096634
2671.3682811899707,12.954677291683566,77.59243268210844,0.568708702324176,0.1964093428574483,0.8396940170602043,14.713153934498362
2384.3517176117593,12.96989614234612,77.59200778186995,0.5305960718774594,0.06638963077643253,0.9638866696028849,11.72984348729654
2198.8963044107113,12.963471764096635,77.59584384766907,0.6153280672073493,0.14570236332107328,0.8648249198191331,14.747919046806132
1021.4780096325726,12.979880588148934,77.58631706239652,0.7193809008331118,0.15932003728206068,0.7768115754449504,11.575274561946443
1780.1557916052914,12.982310805004028,77.59580198558746,0.6993599247396861,0.2474102997411675,0.8731046932100557,15.431923556465945
2039.3612290402125,12.950855136489837,77.59910812336332,0.6498762042499922,0.16465783268426998,1.0834000418280407,18.987750883207188
3557.122226218916,12.971379651359959,77.59669686063575,0.7201887194291482,0.15909605063470117,1.0789884315550855,10.300086830910672
2843.6182895684615,12.982818615047943,77.59917541934004,0.8040026719862687,0.2408742890328096,0.9486533302779365,8.870515994231631
736.9598446372661,12.969733210376866,77.59893747609348,0.7394126510434147,0.11910446771049728,0.8862941184586298,15.196999743678697
2824.083969394795,12.978890636450025,77.57688103317753,0.6878691328610419,0.0964377966278214,0.9303901802095084,11.928801533024377
2114.9177195836837,12.97511165467627,77.60096870158395,0.7928072006660688,0.18192038499653268,0.931685233873329,15.126981097647876
1823.0779996940414,12.975016602319526,77.58788985154338,0.6040149697783704,0.12761466159608226,0.8960113247632898,16.281614082438804
3111.676288840868,12.968886850219317,77.58364160836996,0.6775080460444648,0.12951603526701755,0.9440944019922617,6.425255084285842
3530.999522495951,12.959434191958643,77.58355548172145,0.6798912064399631,0.2286716895843991,0.9208226862153563,17.75939771063417
3431.2801191161984,12.96038469852575,77.59893541610472,0.5763046741557154,0.24379869189562897,0.8684027614635687,10.321325988179005
1660.7824767773614,12.978693525144553,77.59237425072776,0.6580125837715641,0.23944321079260628,0.7804743200616358,14.91060819774124
2190.7876241487857,12.971794582555189,77.57778031216014,0.49250403191046965,0.25543883301536163,0.8539940757779835,12.362470658246279
2831.263431403564,12.970214877553929,77.59938037815192,0.8912178047662953,0.2620567160007401,0.9799518849073597,12.792171940862822
3475.545127122359,12.967361099576777,77.580203918692,0.6062586211563686,0.09357048955865346,0.8968537775504636,21.775831758471952
2020.82576215471,12.968548111545193,77.59599821358518,0.8586114131421312,0.22252059799647333,0.9300286891587506,16.277070083182643
2314.341023336183,12.982069117944881,77.59698498925673,0.7038084505719492,0.17351959002152206,0.8716984472295588,18.618753611814363
1393.6650259939718,12.96824755918132,77.60345577081695,0.7564864132155958,0.1626287877004782,0.7940402494989376,15.603765416810973
1303.7933759193293,12.958189352866984,77.61241684786467,0.6511200201649068,0.2280207316104353,0.8761370285128177,17.480054298619816
3312.5258223941983,12.979036517755402,77.580953236741,0.7207929691961674,0.11348522600521242,0.7977544099250649,16.66951344857381
3856.2400285708227,12.969551233361353,77.59407526143937,0.7650489639988436,0.112444569706384,0.7913710826396448,16.0178245787473
2427.989878419666,12.971913958655328,77.59183664704956,0.7664552414394181,0.23167863720408588,1.020563660886941,19.42862363665872
3503.5328978920243,12.987675783063995,77.5989374968596,0.7774773390074357,0.2243893008755449,0.8579913995065784,15.626021815377081
2861.636025047634,12.971394394426495,77.59675668770933,0.6631667289960823,0.20683663279357553,0.8258515274539967,23.0
1854.8802453948756,12.974491836731188,77.59107453757264,0.6519640327508645,0.15600432976384315,1.0617959684380907,18.842126291249752
2861.395605508414,12.959810765087017,77.5901909781139,0.5405823674732396,0.23719148172910623,0.9814985035404242,10.44183720904124
4038.0365664659694,12.96940330547649,77.58343549144816,0.7523219011176936,0.2340151446030238,0.8628490774498162,14.293801164068071
2464.1739608900484,12.977695260452087,77.60447861582406,0.8082378711323442,0.20426522575237271,0.9427636325552369,16.588310397962672
4064.6436558140063,12.956046262661587,77.599192041816,0.8615981679917929,0.14113394793651143,0.8764211681739298,15.177987342848148
500.0,12.973608450931158,77.60377768197795,0.7305172634580507,0.17873758271352466,0.83073203207204,17.74749367588867
3321.902504375224,12.972607910726449,77.59149603863524,0.623352022709143,0.24189168387622215,0.9474691224485005,18.188066819335493
2587.047068238171,12.972012874555874,77.58803164531305,0.5302903856710544,0.26635956114008935,0.8675698114679797,9.561652056804142
2200.9926495341324,12.981971588986584,77.5838168493337,0.804166673308335,0.1836731698311836,0.9075498008999403,20.12431017886598
2591.7607765355024,12.974944385148486,77.5981891758374,0.5203723433222464,0.1875163516095869,1.0021363234899672,13.012730138055822
512.4310853991071,12.986380718983565,77.58420206775472,0.6659395922256233,0.19191554459874696,0.9911213103795377,12.616381976540971
2280.328112162488,12.96166410484406,77.61308663068966,0.6775693172056354,0.2137446504455486,0.8449906708143924,12.603510429177838
2857.1125715117464,12.972959245672184,77.58152357418906,0.6930544862148981,0.1709466349969988,0.9486031602287086,18.23430562396233
3977.894044741516,12.9724446678639,77.59733660119213,0.703580260003584,0.05529074712142082,0.7872143753854244,13.931729207408855
1981.7297817263525,12.960907455062449,77.61026854707214,0.7138147556367574,0.25963845008235487,0.9450414161315706,12.34579342264917
1691.5063971068125,12.981162950020915,77.60059089759264,0.458463673792147,0.2897344473581275,0.9148495305801105,13.30416337022585
1998.2429564154636,12.994846733058528,77.59635673712492,0.7014655909870127,0.1693800070197144,0.9378979362363431,7.821233364336492
3415.402117702074,12.971429939255161,77.58491516353038,0.47704244258881223,0.1466673315540613,0.8702555245355768,11.631344944194053
2828.7511096596845,12.976650210882738,77.58078230811432,0.7732218073090994,0.1931449738804889,1.108407127365249,10.041665805387602
1970.2397962329612,12.972445184758154,77.60230050108918,0.6444874844196388,0.19062480581356137,0.8098700292379686,13.923322678016435
3013.267433113356,12.964464153300929,77.60966147240775,0.48429632747766493,0.24977592885814798,0.9971551710968461,17.65677308109437
